movimento_id,data,produto_id,tipo,quantidade,quantidade_efetiva,preco_unitario,preco_total,fornecedor,estoque_afetado,motivo
27726,2026-06-20,4,consumo,0.015,-0.015,,,,aberto,
27727,2026-06-20,9,consumo,1.0,-1.0,,,,aberto,
27728,2026-06-20,10,consumo,1.0,-1.0,,,,aberto,
27729,2026-06-20,11,consumo,1.0,-1.0,,,,aberto,
27730,2026-06-20,1,consumo,0.008,-0.008,,,,aberto,
27731,2026-06-20,8,consumo,1.0,-1.0,,,,aberto,
27732,2026-06-20,6,consumo,0.006,-0.006,,,,aberto,
27733,2026-06-20,3,consumo,0.15,-0.15,,,,aberto,
27734,2026-06-20,4,consumo,0.008,-0.008,,,,aberto,
27735,2026-06-20,9,consumo,1.0,-1.0,,,,aberto,
27736,2026-06-20,10,consumo,1.0,-1.0,,,,aberto,
27737,2026-06-20,11,consumo,1.0,-1.0,,,,aberto,
27738,2026-06-20,14,consumo,2.0,-2.0,,,,aberto,
27739,2026-06-20,16,consumo,1.0,-1.0,,,,aberto,
27740,2026-06-20,20,consumo,1.0,-1.0,,,,aberto,
27741,2026-06-20,13,consumo,2.0,-2.0,,,,aberto,
27742,2026-06-20,1,consumo,0.008,-0.008,,,,aberto,
27743,2026-06-20,8,consumo,1.0,-1.0,,,,aberto,
27744,2026-06-20,1,consumo,0.01,-0.01,,,,aberto,
27745,2026-06-20,2,consumo,0.12,-0.12,,,,aberto,
27746,2026-06-20,4,consumo,0.006,-0.006,,,,aberto,
27747,2026-06-20,8,consumo,1.0,-1.0,,,,aberto,
27748,2026-06-20,2,abertura,2.0,-2.0,,,,,
27749,2026-06-20,1,consumo,0.012,-0.012,,,,aberto,
27750,2026-06-20,2,consumo,0.105,-0.105,,,,aberto,
27751,2026-06-20,2,consumo,0.045,-0.045,,,,aberto,
27752,2026-06-20,5,consumo,0.005,-0.005,,,,aberto,
27753,2026-06-20,8,consumo,1.0,-1.0,,,,aberto,
27754,2026-06-20,13,abertura,20.0,-20.0,,,,,
27755,2026-06-20,13,consumo,1.0,-1.0,,,,aberto,
27756,2026-06-20,20,consumo,1.0,-1.0,,,,aberto,
27757,2026-06-20,16,consumo,1.0,-1.0,,,,aberto,
27758,2026-06-20,1,consumo,0.02,-0.02,,,,aberto,
27759,2026-06-20,2,consumo,0.24,-0.24,,,,aberto,
27760,2026-06-20,5,consumo,0.04,-0.04,,,,aberto,
27761,2026-06-20,9,consumo,2.0,-2.0,,,,aberto,
27762,2026-06-20,10,consumo,2.0,-2.0,,,,aberto,
27763,2026-06-20,11,consumo,2.0,-2.0,,,,aberto,
27764,2026-06-20,1,consumo,0.008,-0.008,,,,aberto,
27765,2026-06-20,8,consumo,1.0,-1.0,,,,aberto,
27766,2026-06-20,6,consumo,0.006,-0.006,,,,aberto,
27767,2026-06-20,3,consumo,0.15,-0.15,,,,aberto,
27768,2026-06-20,4,consumo,0.008,-0.008,,,,aberto,
27769,2026-06-20,9,consumo,1.0,-1.0,,,,aberto,
27770,2026-06-20,10,consumo,1.0,-1.0,,,,aberto,
27771,2026-06-20,11,consumo,1.0,-1.0,,,,aberto,
27772,2026-06-20,1,consumo,0.008,-0.008,,,,aberto,
27773,2026-06-20,8,consumo,1.0,-1.0,,,,aberto,
27774,2026-06-20,1,consumo,0.008,-0.008,,,,aberto,
27775,2026-06-20,8,consumo,1.0,-1.0,,,,aberto,
27776,2026-06-20,1,consumo,0.01,-0.01,,,,aberto,
27777,2026-06-20,2,consumo,0.1,-0.1,,,,aberto,
27778,2026-06-20,4,consumo,0.01,-0.01,,,,aberto,
27779,2026-06-20,9,consumo,1.0,-1.0,,,,aberto,
27780,2026-06-20,10,consumo,1.0,-1.0,,,,aberto,
27781,2026-06-20,11,consumo,1.0,-1.0,,,,aberto,
27782,2026-06-20,13,consumo,1.0,-1.0,,,,aberto,
27783,2026-06-20,1,consumo,0.01,-0.01,,,,aberto,
27784,2026-06-20,2,consumo,0.12,-0.12,,,,aberto,
27785,2026-06-20,5,consumo,0.02,-0.02,,,,aberto,
27786,2026-06-20,9,consumo,1.0,-1.0,,,,aberto,
27787,2026-06-20,10,consumo,1.0,-1.0,,,,aberto,
27788,2026-06-20,11,consumo,1.0,-1.0,,,,aberto,
27789,2026-06-20,1,consumo,0.01,-0.01,,,,aberto,
27790,2026-06-20,2,consumo,0.1,-0.1,,,,aberto,
27791,2026-06-20,4,consumo,0.01,-0.01,,,,aberto,
27792,2026-06-20,9,consumo,1.0,-1.0,,,,aberto,
27793,2026-06-20,10,consumo,1.0,-1.0,,,,aberto,
27794,2026-06-20,11,consumo,1.0,-1.0,,,,aberto,
27795,2026-06-20,16,consumo,1.0,-1.0,,,,aberto,
27796,2026-06-21,1,abertura,1.0,-1.0,,,,,
27797,2026-06-21,16,entrada,30.0,30.0,9.55,286.5,Doceria Doce Encanto,,
27798,2026-06-21,16,abertura,12.0,-12.0,,,,,
27799,2026-06-21,20,abertura,24.0,-24.0,,,,,
27800,2026-06-21,7,consumo,0.3,-0.3,,,,aberto,
27801,2026-06-21,4,consumo,0.03,-0.03,,,,aberto,
27802,2026-06-21,9,consumo,2.0,-2.0,,,,aberto,
27803,2026-06-21,10,consumo,2.0,-2.0,,,,aberto,
27804,2026-06-21,11,consumo,2.0,-2.0,,,,aberto,
27805,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
27806,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
27807,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
27808,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27809,2026-06-21,19,consumo,1.0,-1.0,,,,aberto,
27810,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
27811,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
27812,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
27813,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27814,2026-06-21,1,consumo,0.02,-0.02,,,,aberto,
27815,2026-06-21,2,consumo,0.24,-0.24,,,,aberto,
27816,2026-06-21,4,consumo,0.012,-0.012,,,,aberto,
27817,2026-06-21,8,consumo,2.0,-2.0,,,,aberto,
27818,2026-06-21,1,consumo,0.016,-0.016,,,,aberto,
27819,2026-06-21,8,consumo,2.0,-2.0,,,,aberto,
27820,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27821,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27822,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27823,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27824,2026-06-21,14,consumo,1.0,-1.0,,,,aberto,
27825,2026-06-21,13,consumo,1.0,-1.0,,,,aberto,
27826,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27827,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27828,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27829,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27830,2026-06-21,5,consumo,0.02,-0.02,,,,aberto,
27831,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27832,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27833,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27834,2026-06-21,13,consumo,1.0,-1.0,,,,aberto,
27835,2026-06-21,1,consumo,0.02,-0.02,,,,aberto,
27836,2026-06-21,2,consumo,0.24,-0.24,,,,aberto,
27837,2026-06-21,5,consumo,0.04,-0.04,,,,aberto,
27838,2026-06-21,9,consumo,2.0,-2.0,,,,aberto,
27839,2026-06-21,10,consumo,2.0,-2.0,,,,aberto,
27840,2026-06-21,11,consumo,2.0,-2.0,,,,aberto,
27841,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27842,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27843,2026-06-21,5,consumo,0.02,-0.02,,,,aberto,
27844,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27845,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27846,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27847,2026-06-21,1,consumo,0.004,-0.004,,,,aberto,
27848,2026-06-21,1,consumo,0.006,-0.006,,,,aberto,
27849,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27850,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27851,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27852,2026-06-21,13,consumo,1.0,-1.0,,,,aberto,
27853,2026-06-21,2,abertura,2.0,-2.0,,,,,
27854,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
27855,2026-06-21,2,consumo,0.135,-0.135,,,,aberto,
27856,2026-06-21,2,consumo,0.015,-0.015,,,,aberto,
27857,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
27858,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27859,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27860,2026-06-21,2,consumo,0.1,-0.1,,,,aberto,
27861,2026-06-21,4,consumo,0.01,-0.01,,,,aberto,
27862,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27863,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27864,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27865,2026-06-21,16,consumo,1.0,-1.0,,,,aberto,
27866,2026-06-21,6,consumo,0.006,-0.006,,,,aberto,
27867,2026-06-21,3,consumo,0.15,-0.15,,,,aberto,
27868,2026-06-21,4,consumo,0.008,-0.008,,,,aberto,
27869,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27870,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27871,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27872,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27873,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27874,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
27875,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
27876,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
27877,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27878,2026-06-21,7,consumo,0.15,-0.15,,,,aberto,
27879,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
27880,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27881,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27882,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27883,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27884,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27885,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27886,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27887,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27888,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27889,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27890,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27891,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27892,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27893,2026-06-21,14,consumo,1.0,-1.0,,,,aberto,
27894,2026-06-21,16,consumo,1.0,-1.0,,,,aberto,
27895,2026-06-21,7,consumo,0.15,-0.15,,,,aberto,
27896,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
27897,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27898,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27899,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27900,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27901,2026-06-21,2,consumo,0.1,-0.1,,,,aberto,
27902,2026-06-21,4,consumo,0.01,-0.01,,,,aberto,
27903,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27904,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27905,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27906,2026-06-21,7,consumo,0.15,-0.15,,,,aberto,
27907,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
27908,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27909,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27910,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27911,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27912,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27913,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27914,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27915,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27916,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27917,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
27918,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
27919,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
27920,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27921,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27922,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27923,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27924,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27925,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27926,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27927,2026-06-21,16,consumo,1.0,-1.0,,,,aberto,
27928,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27929,2026-06-21,2,consumo,0.1,-0.1,,,,aberto,
27930,2026-06-21,4,consumo,0.01,-0.01,,,,aberto,
27931,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27932,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27933,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27934,2026-06-21,1,consumo,0.02,-0.02,,,,aberto,
27935,2026-06-21,2,consumo,0.24,-0.24,,,,aberto,
27936,2026-06-21,5,consumo,0.04,-0.04,,,,aberto,
27937,2026-06-21,9,consumo,2.0,-2.0,,,,aberto,
27938,2026-06-21,10,consumo,2.0,-2.0,,,,aberto,
27939,2026-06-21,11,consumo,2.0,-2.0,,,,aberto,
27940,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27941,2026-06-21,2,consumo,0.1,-0.1,,,,aberto,
27942,2026-06-21,4,consumo,0.01,-0.01,,,,aberto,
27943,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27944,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27945,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27946,2026-06-21,13,consumo,1.0,-1.0,,,,aberto,
27947,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27948,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27949,2026-06-21,13,consumo,2.0,-2.0,,,,aberto,
27950,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27951,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27952,2026-06-21,5,consumo,0.02,-0.02,,,,aberto,
27953,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27954,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27955,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27956,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27957,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27958,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27959,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27960,2026-06-21,13,consumo,1.0,-1.0,,,,aberto,
27961,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27962,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27963,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27964,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27965,2026-06-21,6,consumo,0.006,-0.006,,,,aberto,
27966,2026-06-21,3,consumo,0.15,-0.15,,,,aberto,
27967,2026-06-21,4,consumo,0.008,-0.008,,,,aberto,
27968,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27969,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27970,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27971,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27972,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27973,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27974,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27975,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27976,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27977,2026-06-21,7,abertura,1.0,-1.0,,,,,
27978,2026-06-21,7,consumo,0.15,-0.15,,,,aberto,
27979,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
27980,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
27981,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
27982,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
27983,2026-06-21,2,abertura,2.0,-2.0,,,,,
27984,2026-06-21,8,abertura,100.0,-100.0,,,,,
27985,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27986,2026-06-21,2,consumo,0.085,-0.085,,,,aberto,
27987,2026-06-21,2,consumo,0.035,-0.035,,,,aberto,
27988,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27989,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27990,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27991,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27992,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
27993,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
27994,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
27995,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27996,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27997,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
27998,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
27999,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28000,2026-06-21,17,consumo,1.0,-1.0,,,,aberto,
28001,2026-06-21,14,consumo,2.0,-2.0,,,,aberto,
28002,2026-06-21,16,consumo,1.0,-1.0,,,,aberto,
28003,2026-06-21,7,consumo,0.1,-0.1,,,,aberto,
28004,2026-06-21,7,consumo,0.05,-0.05,,,,aberto,
28005,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
28006,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28007,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28008,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28009,2026-06-21,17,consumo,1.0,-1.0,,,,aberto,
28010,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
28011,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28012,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28013,2026-06-21,2,consumo,0.1,-0.1,,,,aberto,
28014,2026-06-21,4,consumo,0.01,-0.01,,,,aberto,
28015,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28016,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28017,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28018,2026-06-21,16,consumo,1.0,-1.0,,,,aberto,
28019,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
28020,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
28021,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
28022,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28023,2026-06-21,18,consumo,1.0,-1.0,,,,aberto,
28024,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
28025,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28026,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28027,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
28028,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
28029,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28030,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
28031,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28032,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28033,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
28034,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
28035,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28036,2026-06-21,1,consumo,0.02,-0.02,,,,aberto,
28037,2026-06-21,2,consumo,0.24,-0.24,,,,aberto,
28038,2026-06-21,4,consumo,0.012,-0.012,,,,aberto,
28039,2026-06-21,8,consumo,2.0,-2.0,,,,aberto,
28040,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28041,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
28042,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
28043,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28044,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
28045,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
28046,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
28047,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28048,2026-06-21,3,abertura,1.0,-1.0,,,,,
28049,2026-06-21,6,consumo,0.006,-0.006,,,,aberto,
28050,2026-06-21,3,consumo,0.1,-0.1,,,,aberto,
28051,2026-06-21,3,consumo,0.05,-0.05,,,,aberto,
28052,2026-06-21,4,consumo,0.008,-0.008,,,,aberto,
28053,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28054,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28055,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28056,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
28057,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
28058,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
28059,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28060,2026-06-21,18,consumo,1.0,-1.0,,,,aberto,
28061,2026-06-21,7,consumo,0.15,-0.15,,,,aberto,
28062,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
28063,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28064,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28065,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28066,2026-06-21,20,consumo,1.0,-1.0,,,,aberto,
28067,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
28068,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28069,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
28070,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28071,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28072,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
28073,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
28074,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28075,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28076,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
28077,2026-06-21,5,consumo,0.02,-0.02,,,,aberto,
28078,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28079,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28080,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28081,2026-06-21,16,consumo,2.0,-2.0,,,,aberto,
28082,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
28083,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28084,2026-06-21,14,consumo,1.0,-1.0,,,,aberto,
28085,2026-06-21,7,consumo,0.15,-0.15,,,,aberto,
28086,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
28087,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28088,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28089,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28090,2026-06-21,18,consumo,1.0,-1.0,,,,aberto,
28091,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
28092,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
28093,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
28094,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28095,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
28096,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28097,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
28098,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
28099,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
28100,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28101,2026-06-21,14,consumo,1.0,-1.0,,,,aberto,
28102,2026-06-21,7,consumo,0.15,-0.15,,,,aberto,
28103,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
28104,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28105,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28106,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28107,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28108,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
28109,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
28110,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28111,2026-06-21,7,consumo,0.15,-0.15,,,,aberto,
28112,2026-06-21,4,consumo,0.015,-0.015,,,,aberto,
28113,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28114,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28115,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28116,2026-06-21,14,consumo,1.0,-1.0,,,,aberto,
28117,2026-06-21,13,consumo,1.0,-1.0,,,,aberto,
28118,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
28119,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
28120,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28121,2026-06-21,2,abertura,2.0,-2.0,,,,,
28122,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28123,2026-06-21,2,consumo,0.035,-0.035,,,,aberto,
28124,2026-06-21,2,consumo,0.085,-0.085,,,,aberto,
28125,2026-06-21,4,consumo,0.006,-0.006,,,,aberto,
28126,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28127,2026-06-21,1,consumo,0.008,-0.008,,,,aberto,
28128,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28129,2026-06-21,1,consumo,0.012,-0.012,,,,aberto,
28130,2026-06-21,2,consumo,0.15,-0.15,,,,aberto,
28131,2026-06-21,5,consumo,0.005,-0.005,,,,aberto,
28132,2026-06-21,8,consumo,1.0,-1.0,,,,aberto,
28133,2026-06-21,20,consumo,1.0,-1.0,,,,aberto,
28134,2026-06-21,1,consumo,0.01,-0.01,,,,aberto,
28135,2026-06-21,2,consumo,0.12,-0.12,,,,aberto,
28136,2026-06-21,5,consumo,0.02,-0.02,,,,aberto,
28137,2026-06-21,9,consumo,1.0,-1.0,,,,aberto,
28138,2026-06-21,10,consumo,1.0,-1.0,,,,aberto,
28139,2026-06-21,11,consumo,1.0,-1.0,,,,aberto,
28140,2026-06-21,13,consumo,1.0,-1.0,,,,aberto,
28141,2026-06-21,13,consumo,1.0,-1.0,,,,aberto,
28142,2026-06-21,12,entrada,1000.0,1000.0,0.04,40.0,Embalagens Rápidas Ltda,,
28143,2026-06-21,12,abertura,400.0,-400.0,,,,,
28144,2026-06-21,12,consumo,30.0,-30.0,,,,aberto,
28145,2026-06-21,12,consumo,400.0,-400.0,,,,aberto,
28146,2026-06-21,12,consumo,173.0,-173.0,,,,aberto,
28147,2026-06-22,4,entrada,10.0,10.0,5.84,58.4,Atacadão Distribuidora,,
